question_id,mode,image,gt_answer,answer_extracted,bbox_iou,error_type,notes
186,lowres_full_highrescrop,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No.,0.8587786259541984,,
1785,lowres_full_highrescrop,cot/cub/076.Dark_eyed_Junco/Dark_Eyed_Junco_0083_66449.jpg,No,Yes,0.39142155339314116,,
3596,lowres_full_highrescrop,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,"Yes, the bird in the picture has a rufous eye and a red upper.",0.367298713455633,,
907,lowres_full_highrescrop,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,0.0,,
4343,lowres_full_highrescrop,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No.,0.3453756520891229,,
4608,lowres_full_highrescrop,cot/cub/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0042_182373.jpg,No,"Yes, the bird in the picture has a solid breast and red underparts.",0.39923080530931926,,
3889,lowres_full_highrescrop,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No.,0.03152724365076343,,
4191,oracle_bbox,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes,1.0,,
2185,oracle_bbox,cot/cub/092.Nighthawk/Nighthawk_0084_84510.jpg,No,Yes.,1.0,,
2341,oracle_bbox,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,1.0,,
3303,oracle_bbox,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,1.0,,
311,oracle_bbox,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,"Yes, the bird in the picture has a brown throat and grey underparts.",1.0,,
135,oracle_bbox,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,1.0,,
1624,oracle_bbox,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No.,1.0,,
3306,oracle_bbox,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,1.0,,
4281,oracle_bbox,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No,1.0,,
4331,oracle_bbox,cot/cub/179.Tennessee_Warbler/Tennessee_Warbler_0076_174807.jpg,No,Yes,1.0,,
437,oracle_bbox,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,"No, the bird does not have pink legs or a brown forehead.",1.0,,
2017,oracle_bbox,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes.,1.0,,
4714,oracle_bbox,cot/cub/193.Bewick_Wren/Bewick_Wren_0109_185170.jpg,No,Yes.,1.0,,
40,oracle_bbox,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,"Yes, the bird in the picture has orange wing feathers and a buff eye.",1.0,,
186,oracle_bbox,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No.,1.0,,
1785,oracle_bbox,cot/cub/076.Dark_eyed_Junco/Dark_Eyed_Junco_0083_66449.jpg,No,"Yes, the bird in the picture has an olive eye and a green leg.",1.0,,
3596,oracle_bbox,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,"Yes, the bird in the picture has a rufous eye and a red upper.",1.0,,
907,oracle_bbox,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,1.0,,
4191,pred_bbox,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes.,0.5565794177225243,,
2185,pred_bbox,cot/cub/092.Nighthawk/Nighthawk_0084_84510.jpg,No,Yes.,0.5424056871901509,,
1608,pred_bbox,cot/cub/069.Rufous_Hummingbird/Rufous_Hummingbird_0130_59500.jpg,Yes,"No, the bird in the picture does not have blue nape and black underparts.",0.07188537082140464,,
2341,pred_bbox,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,0.33096346117619163,,
3303,pred_bbox,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.25523012552301244,,
311,pred_bbox,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,Yes.,0.05553809989293861,,
135,pred_bbox,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.9371009501048514,,
1624,pred_bbox,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No.,0.24602153450260714,,
3306,pred_bbox,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No.,0.0,,
4281,pred_bbox,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No.,0.15754180636831255,,
437,pred_bbox,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,"No, the bird does not have pink legs or a brown forehead.",0.8430232558139533,,
2017,pred_bbox,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes.,0.7232432432432433,,
4714,pred_bbox,cot/cub/193.Bewick_Wren/Bewick_Wren_0109_185170.jpg,No,Yes.,0.1605239110569601,,
40,pred_bbox,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,"Yes, the bird in the picture has orange wing feathers and a buff eye.",0.9032516939080261,,
186,pred_bbox,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,"No, the bird has a red head and a black bill.",0.8587786259541984,,
1785,pred_bbox,cot/cub/076.Dark_eyed_Junco/Dark_Eyed_Junco_0083_66449.jpg,No,"Yes, the bird in the picture has an olive eye and a green leg.",0.39142155339314116,,
3596,pred_bbox,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,"Yes, the bird has a rufous eye and a red upper.",0.367298713455633,,
907,pred_bbox,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes.,0.0,,
4343,pred_bbox,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.3453756520891229,,
3889,pred_bbox,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
833,random_bbox,cot/cub/038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0024_29516.jpg,Yes,No.,0.13748319309089374,,
1608,random_bbox,cot/cub/069.Rufous_Hummingbird/Rufous_Hummingbird_0130_59500.jpg,Yes,"No, the bird in the picture does not have blue nape and black underparts.",0.1821025714761662,,
2341,random_bbox,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No.,0.2855357218245671,,
3303,random_bbox,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.0,,
135,random_bbox,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.0,,
2206,random_bbox,cot/cub/092.Nighthawk/Nighthawk_0053_84436.jpg,Yes,No,0.008154483694553336,,
1624,random_bbox,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No.,0.28408400174409676,,
3306,random_bbox,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,0.1264202464710191,,
4281,random_bbox,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No.,0.0,,
4331,random_bbox,cot/cub/179.Tennessee_Warbler/Tennessee_Warbler_0076_174807.jpg,No,Yes,0.0,,
437,random_bbox,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,No,0.08814901645945644,,
2017,random_bbox,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes.,0.0,,
4714,random_bbox,cot/cub/193.Bewick_Wren/Bewick_Wren_0109_185170.jpg,No,Yes.,0.06175037743604003,,
186,random_bbox,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,"No, the bird in the picture has a red head and a black bill.",0.2318109396308944,,
3596,random_bbox,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,"Yes, the bird has a rufous eye and a red upper.",0.4228746649763629,,
907,random_bbox,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes.,0.0,,
4343,random_bbox,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.11421578185025434,,
3889,random_bbox,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No.,0.38749533435613337,,
4191,structured_evidence,cot/cub/174.Palm_Warbler/Palm_Warbler_0106_169571.jpg,No,Yes,0.5565794177225243,,
3197,structured_evidence,cot/cub/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0068_129446.jpg,Yes,No,0.06090580914833996,,
1454,structured_evidence,cot/cub/062.Herring_Gull/Herring_Gull_0093_46029.jpg,Yes,No,0.003594577698812233,,
2341,structured_evidence,cot/cub/098.Scott_Oriole/Scott_Oriole_0018_795840.jpg,Yes,No,0.33096346117619163,,
3303,structured_evidence,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,Yes,0.25523012552301244,,
976,structured_evidence,cot/cub/044.Frigatebird/Frigatebird_0058_43251.jpg,Yes,No,0.23576428415724074,,
311,structured_evidence,cot/cub/015.Lazuli_Bunting/Lazuli_Bunting_0042_14820.jpg,No,Yes,0.05553809989293861,,
135,structured_evidence,cot/cub/007.Parakeet_Auklet/Parakeet_Auklet_0034_795994.jpg,No,Yes,0.9371009501048514,,
2206,structured_evidence,cot/cub/092.Nighthawk/Nighthawk_0053_84436.jpg,Yes,No,0.2772330320208365,,
3024,structured_evidence,cot/cub/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0003_796917.jpg,Yes,No,0.29515753735384065,,
3249,structured_evidence,cot/cub/137.Cliff_Swallow/Cliff_Swallow_0012_133527.jpg,Yes,No,0.009174311926605509,,
1624,structured_evidence,cot/cub/070.Green_Violetear/Green_Violetear_0003_795662.jpg,Yes,No,0.24602153450260714,,
3306,structured_evidence,cot/cub/139.Scarlet_Tanager/Scarlet_Tanager_0050_137874.jpg,Yes,No,0.0,,
4281,structured_evidence,cot/cub/177.Prothonotary_Warbler/Prothonotary_Warbler_0040_173447.jpg,Yes,No,0.15754180636831255,,
1458,structured_evidence,cot/cub/063.Ivory_Gull/Ivory_Gull_0010_49169.jpg,Yes,No,0.005702368066738805,,
437,structured_evidence,cot/cub/021.Eastern_Towhee/Eastern_Towhee_0134_22624.jpg,Yes,No,0.8430232558139533,,
35,structured_evidence,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0104_630.jpg,Yes,No,0.8174865646961555,,
3185,structured_evidence,cot/cub/133.White_throated_Sparrow/White_Throated_Sparrow_0033_129016.jpg,Yes,No,0.3047764346907639,,
2017,structured_evidence,cot/cub/085.Horned_Lark/Horned_Lark_0056_74896.jpg,No,Yes,0.7232432432432433,,
2211,structured_evidence,cot/cub/093.Clark_Nutcracker/Clark_Nutcracker_0104_85531.jpg,Yes,No,0.3083868378812199,,
40,structured_evidence,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0033_658.jpg,No,Yes,0.9032516939080261,,
186,structured_evidence,cot/cub/010.Red_winged_Blackbird/Red_Winged_Blackbird_0053_4072.jpg,Yes,No,0.8587786259541984,,
3596,structured_evidence,cot/cub/149.Brown_Thrasher/Brown_Thrasher_0065_155229.jpg,No,Yes,0.367298713455633,,
907,structured_evidence,cot/cub/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0103_41938.jpg,No,Yes,0.0,,
4343,structured_evidence,cot/cub/180.Wilson_Warbler/Wilson_Warbler_0067_175261.jpg,Yes,No,0.3453756520891229,,
4608,structured_evidence,cot/cub/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0042_182373.jpg,No,"[0.350, 0.312, 0.764, 0.930]",0.39923080530931926,,
3889,structured_evidence,cot/cub/161.Blue_winged_Warbler/Blue_Winged_Warbler_0066_162062.jpg,Yes,No,0.03152724365076343,,
1430,woimg,cot/cub/062.Herring_Gull/Herring_Gull_0049_46508.jpg,No,"Yes, the bird in the picture has broad-wings and purple legs.",,,
1955,woimg,cot/cub/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0037_73220.jpg,No,"Yes, the bird in the picture has a buff wing and a blue crown.",,,
640,woimg,cot/cub/029.American_Crow/American_Crow_0110_25541.jpg,No,"Yes, the bird in the picture has iridescent underparts and white upperparts.",,,
2185,woimg,cot/cub/092.Nighthawk/Nighthawk_0084_84510.jpg,No,"Yes, the bird in the picture has grey underparts and an orange throat.",,,
3797,woimg,cot/cub/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0059_794970.jpg,No,"Yes, the bird in the picture has purple under and yellow back.",,,
3731,woimg,cot/cub/154.Red_eyed_Vireo/Red_Eyed_Vireo_0043_157162.jpg,No,"Yes, the bird in the picture has black upper feathers and purple wing feathers.",,,
2416,woimg,cot/cub/102.Western_Wood_Pewee/Western_Wood_Pewee_0014_98094.jpg,No,"Yes, the bird in the picture has a purple bill and green eye.",,,
4001,woimg,cot/cub/166.Golden_winged_Warbler/Golden_Winged_Warbler_0022_794833.jpg,No,"Yes, the bird in the picture has a white upper body and a red nape.",,,
3802,woimg,cot/cub/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0048_794982.jpg,No,"Yes, the bird in the picture has a purple forehead and a purple throat.",,,
45,woimg,cot/cub/002.Laysan_Albatross/Laysan_Albatross_0021_737.jpg,No,"Yes, the bird in the picture has buff eye and buff wing.",,,
2579,woimg,cot/cub/108.White_necked_Raven/White_Necked_Raven_0062_797382.jpg,No,"Yes, the bird in the picture has green upperparts and a rufous belly.",,,
2056,woimg,cot/cub/087.Mallard/Mallard_0048_76995.jpg,No,"Yes, the bird in the picture has a grey forehead and a solid breast.",,,
1490,woimg,cot/cub/064.Ring_billed_Gull/Ring_Billed_Gull_0085_51292.jpg,No,"Yes, the bird in the picture has olive underparts and an olive back.",,,
3303,woimg,cot/cub/138.Tree_Swallow/Tree_Swallow_0029_134882.jpg,No,"Yes, the bird in the picture has a pointed tail and a black eye.",,,
